Response_Time (ms),Page_Load_Time (ms),Requests_per_sec,CPU_Usage (%),Memory_Usage (%),Disk_IO_read (MB/sec),Disk_IO_write (MB/sec),Concurrent_Users,Performance_Bottleneck,Bottleneck_Reason
211.2971817,413.5433188,218.8214404,59.8197206,41.23101929,245.5187722,256.0803396,1595,No,No bottleneck
198.856952,408.6899254,186.0870601,52.77250739,40.48069701,244.5290957,269.6915165,1237,No,No bottleneck
211.5869794,293.2529491,217.9063271,59.35037954,42.32171185,255.649011,328.2870816,1318,No,No bottleneck
172.497889,305.7203427,237.2998107,54.7954563,41.01642713,278.3219186,299.7817311,1123,No,No bottleneck
169.0126552,401.0367707,201.8669766,57.60023974,45.89383198,285.4161001,255.8326037,1116,No,No bottleneck
185.5049443,354.933157,207.278245,53.1556211,35.7462352,242.2922539,353.1943747,1479,No,No bottleneck
165.7556331,393.9934627,236.2397691,54.82620958,42.84317776,257.3105453,248.0116729,1621,No,No bottleneck
208.0886593,417.140686,196.3696218,57.30696531,35.55940067,357.0648853,318.854907,1148,No,No bottleneck
224.0375881,402.8712192,213.6087174,50.86933616,36.93122171,345.8330043,349.6521946,1279,No,No bottleneck
189.4257442,290.7118146,178.4520712,58.47641401,49.2389274,279.5674811,279.5927661,1231,No,No bottleneck
203.6958448,401.3496412,186.4096776,53.89792501,47.17017037,352.9148484,283.4893472,1257,No,No bottleneck
209.1570439,297.3839283,178.5551013,57.97573217,36.15073206,343.623945,308.4368796,1195,No,No bottleneck
185.0252471,304.3148342,174.0733321,50.9685158,42.14648946,359.80212,257.3387692,1462,No,No bottleneck
189.4397187,295.1087864,166.6298768,55.42338384,40.12194927,315.6430486,255.7316918,1191,No,No bottleneck
175.1547451,416.3534264,164.2005496,54.46736345,35.49630984,336.7916553,292.7465144,1096,No,No bottleneck
234.1682406,322.1884205,206.0167302,57.99628018,32.0550308,246.8055487,345.4147383,1133,No,No bottleneck
160.0873988,412.0622903,172.5813589,57.85067312,38.0381407,310.0954758,244.0119041,1200,No,No bottleneck
219.5165706,357.6929626,214.812063,54.31704711,34.57135418,285.483664,332.3366216,1548,No,No bottleneck
176.5774048,281.2087595,223.4058415,53.83279316,41.06258662,321.345005,297.4136678,1515,No,No bottleneck
225.6033168,314.8768604,183.3339178,55.29310734,45.13262703,335.21205,310.8441021,1370,No,No bottleneck
214.6159825,290.866527,188.534464,59.23346271,39.93876683,284.0597155,318.1480456,1160,No,No bottleneck
195.1434649,329.9781681,213.4571184,54.08560795,35.3482457,304.7489465,324.6573336,1414,No,No bottleneck
201.4678536,295.3847826,212.8884061,59.14010415,42.32644022,322.8040537,347.5225799,1152,No,No bottleneck
184.7847828,357.115961,230.8147518,51.347762,48.99626838,295.1001669,306.5755128,1511,No,No bottleneck
161.8510286,349.571521,227.5573315,55.60926979,33.08782741,336.5387692,285.7813068,1563,No,No bottleneck
173.9419223,373.5284453,167.933285,52.91874637,43.71270288,267.4055675,339.6842423,1380,No,No bottleneck
180.446578,286.3346755,224.3586277,52.18298039,34.41268011,241.9936625,310.9587319,1440,No,No bottleneck
171.941749,358.0032548,197.8812869,50.55052309,49.66366249,356.2417273,357.2121109,1480,No,No bottleneck
220.8331828,351.3470798,229.4270505,50.7794341,34.16015957,304.0674758,344.7662899,1416,No,No bottleneck
233.5718375,300.515349,167.9003682,54.88320713,41.29600805,273.8094841,270.1275108,1372,No,No bottleneck
184.5229879,361.321994,169.7724472,52.70226357,33.11171674,295.5487114,321.4643319,1534,No,No bottleneck
207.0113285,305.158549,226.9839228,56.11512527,39.04448399,273.5905721,328.8158986,1228,No,No bottleneck
181.0675627,369.791404,233.9009578,51.1965512,35.95093845,349.3748692,282.8818695,1396,No,No bottleneck
217.6929418,308.4574508,237.6544976,57.49630827,36.16945807,316.7433763,352.783795,1232,No,No bottleneck
204.5640908,316.2129254,204.8845419,50.51975809,46.1769299,347.2045938,337.5789561,1443,No,No bottleneck
201.5225303,350.2112726,182.7885891,59.31501469,34.74066081,341.8866597,312.3632335,1258,No,No bottleneck
203.0083888,416.8352173,170.1847624,55.41512223,42.50483287,294.5458054,319.6832646,1261,No,No bottleneck
171.142605,280.9559847,164.1179941,54.16759168,36.08768075,315.425432,274.3503626,1149,No,No bottleneck
194.126588,405.0544421,227.5208235,56.58561952,48.18757618,332.5517449,343.6180612,1141,No,No bottleneck
166.4441057,380.6848164,234.9307765,50.15918685,44.2606905,334.6828769,267.5320734,1491,No,No bottleneck
198.2214333,413.5376194,182.4901054,57.94964587,32.59691332,328.5741306,256.7280483,1192,No,No bottleneck
218.8441563,378.0472237,208.5248654,53.11988422,43.07960852,262.0822155,267.7094483,1244,No,No bottleneck
170.7899935,335.1939777,211.7839887,58.2658721,45.54847595,245.4074877,265.5389799,1572,No,No bottleneck
232.965045,299.1727423,173.1478532,55.13228529,34.03506373,301.5043635,310.504618,1259,No,No bottleneck
160.6634781,417.2414882,214.2628586,53.24758469,41.98436284,255.9848037,269.882583,1452,No,No bottleneck
226.1980256,356.9143606,230.6529734,56.47943791,40.87307358,318.0765303,275.5271786,1120,No,No bottleneck
206.5712412,401.3070339,183.3917949,52.90294238,49.94549826,352.4495574,252.2324281,1494,No,No bottleneck
232.8461065,345.4731038,227.6676667,58.06777678,32.10959128,316.0370179,311.2272026,1171,No,No bottleneck
199.3589058,296.457062,163.8632303,53.50961963,45.60711387,291.9871641,331.8617951,1557,No,No bottleneck
213.9297274,410.9155806,175.2431558,50.62966874,38.12319904,245.9873409,315.1728941,1354,No,No bottleneck
187.0427863,327.3011865,227.4860803,51.99495653,38.40564919,285.6634143,355.3632214,1135,No,No bottleneck
164.6610664,299.0174019,238.0515783,55.87821083,38.91560896,352.0250389,294.5688603,1097,No,No bottleneck
162.3089133,317.2037304,231.2964771,58.720321,48.27507515,355.3201325,353.872701,1622,No,No bottleneck
195.7524936,291.6557342,212.9242674,53.56183744,45.68672795,272.5520543,303.3421862,1139,No,No bottleneck
204.3653993,335.121295,227.7067178,50.85227583,32.29886936,267.7256883,271.9108265,1142,No,No bottleneck
190.2417337,400.9976097,190.5943711,52.36357834,33.17398504,312.0147304,284.8021204,1367,No,No bottleneck
204.8968669,296.3526012,231.6118603,57.96357137,43.98390345,322.1347752,249.6338031,1447,No,No bottleneck
196.6616663,393.4522992,228.474374,53.21998306,49.22309909,334.897655,283.381035,1356,No,No bottleneck
160.9247481,307.4670799,193.9279403,54.58778789,45.65490968,256.7454322,294.289285,1451,No,No bottleneck
196.329984,382.6880802,198.2510612,53.94406548,46.81015927,294.9751531,265.2975037,1114,No,No bottleneck
173.0975649,362.1952556,182.5372233,59.5651338,37.5182598,277.2495338,254.3851916,1166,No,No bottleneck
238.6936295,388.2565429,208.1940848,54.41505805,45.28055223,346.6689401,271.8477999,1482,No,No bottleneck
225.9562736,377.9962185,225.4419767,50.79722467,39.08136908,289.3759111,308.2203397,1353,No,No bottleneck
193.5318379,411.5171675,166.7387558,54.68066819,34.44992739,285.3741114,310.8314229,1405,No,No bottleneck
208.651632,300.7340392,208.5641557,56.36363872,35.5972577,292.4686761,292.9566098,1599,No,No bottleneck
228.3639576,286.6911777,207.0921119,58.48070716,48.97778691,274.9897921,336.810044,1437,No,No bottleneck
188.7766982,351.3133672,210.1411279,51.41067275,33.82293341,318.987418,356.3003531,1621,No,No bottleneck
194.5619325,381.4646248,234.9896043,53.45971343,39.11535349,267.2115689,347.3412088,1405,No,No bottleneck
197.477756,330.3146904,179.3163769,56.38380842,40.67007108,303.8926349,341.2057512,1174,No,No bottleneck
209.9695051,364.5266593,211.5582482,50.40108125,48.19557475,334.6432588,316.2751975,1286,No,No bottleneck
236.941059,327.6583738,206.5444985,58.32935245,40.89292433,313.6248329,283.5267018,1574,No,No bottleneck
227.7982781,326.8174468,239.305266,57.30654331,31.64444741,265.4850131,288.0349039,1547,No,No bottleneck
233.4562099,293.8523859,192.1370638,55.49770888,33.98161526,242.0879936,340.6874272,1586,No,No bottleneck
185.2312177,318.7139713,227.6316094,56.30403961,41.18236454,342.5739548,251.365627,1358,No,No bottleneck
195.4454644,298.8269026,204.0478148,55.71315634,42.97837743,268.3488923,310.6838542,1253,No,No bottleneck
193.3444427,290.5018281,187.6987929,59.99937028,49.10360923,326.2058331,243.8619321,1365,No,No bottleneck
218.6138032,326.7098079,213.1123632,57.93376327,30.70432369,330.0999155,297.7112127,1131,No,No bottleneck
191.4794776,293.6847726,216.7335486,54.23919874,40.31930523,299.428482,264.7918175,1223,No,No bottleneck
218.894599,309.538561,170.2950675,56.00523223,36.5881297,252.4194374,311.3057474,1246,No,No bottleneck
166.3607637,365.1327404,178.0307793,55.62044257,40.03010635,356.4243538,340.9976628,1112,No,No bottleneck
204.4035517,341.9911206,190.9561215,54.88129028,34.58246787,295.8944421,327.8488371,1438,No,No bottleneck
185.0363184,372.1131081,212.5448644,50.95654535,42.46571086,248.6505141,345.9702995,1265,No,No bottleneck
191.6220396,351.9340491,199.9177288,50.05125937,33.36304227,348.1670636,344.1286867,1394,No,No bottleneck
211.9836784,334.2529152,220.7721565,59.64534216,42.03272046,317.7370603,279.2733532,1382,No,No bottleneck
215.4209293,281.0762061,208.730801,56.83585714,39.18246037,350.7788017,282.1339082,1620,No,No bottleneck
223.0159326,321.7050476,221.9131524,55.77039116,31.50078695,346.8713067,344.8800398,1272,No,No bottleneck
234.6285368,398.6509986,225.2719124,53.83713151,30.26637273,311.4483702,244.1713592,1240,No,No bottleneck
197.6237848,313.7658199,226.7288839,58.6672445,32.45412933,303.7368449,269.7253185,1208,No,No bottleneck
239.4443334,418.2537832,195.3369889,50.23877527,30.24324464,295.9031531,315.7599809,1126,No,No bottleneck
187.6118173,316.4786707,211.5870669,50.5158299,42.26881195,329.4642378,249.7091394,1168,No,No bottleneck
197.9843298,289.1678771,239.5244579,51.01894295,33.50575684,337.909343,357.7404363,1090,No,No bottleneck
199.4729385,346.7567506,198.4939542,56.81389579,42.14770272,285.6671611,300.9001182,1194,No,No bottleneck
233.0514548,399.9267374,178.8880915,54.29818413,32.41001287,340.4588013,342.5172875,1144,No,No bottleneck
168.1328664,386.6370057,161.2314034,50.19482436,49.60835959,323.2694146,301.255581,1279,No,No bottleneck
204.9077642,371.4088916,219.2655068,55.82396645,32.10769208,300.8758803,314.1043744,1402,No,No bottleneck
165.6983312,408.8808155,197.9682402,58.67698856,38.77057742,269.4649983,319.6277188,1328,No,No bottleneck
230.2989491,344.02635,207.8831618,56.38786335,46.20612658,271.4223676,324.1666851,1122,No,No bottleneck
227.4319404,356.81422,218.7324704,52.92557597,35.63424206,274.4750566,308.5507953,1475,No,No bottleneck
237.7778856,316.6755865,180.5391363,58.17421947,31.95192,329.1056587,264.785888,1409,No,No bottleneck
187.9276952,299.6645232,163.8515873,52.03680094,49.49620111,328.5187146,348.946208,1569,No,No bottleneck
196.830228,380.6731763,223.9692044,58.61412495,40.51697622,289.4417187,345.4616976,1563,No,No bottleneck
207.5497038,380.1155683,169.6951682,53.61177201,31.93597458,246.4007255,351.9588965,1171,No,No bottleneck
189.7664833,308.4600209,203.7115907,53.93015381,42.39910113,343.8878452,346.5663736,1275,No,No bottleneck
220.2590866,360.8064324,198.2582617,53.06312207,35.38301656,258.753114,285.142292,1292,No,No bottleneck
186.5339309,312.6551025,172.3768361,50.17471814,35.49941756,246.6548144,243.0367242,1576,No,No bottleneck
165.6062592,368.5632291,201.7816071,50.72934777,48.16281428,319.7608075,300.8326169,1507,No,No bottleneck
235.8874703,337.1882236,219.410246,53.52769408,44.55811914,338.6464432,341.0743352,1493,No,No bottleneck
163.0128152,320.2325496,163.6718313,59.13702815,38.96131233,345.026666,296.6269643,1327,No,No bottleneck
161.1882407,369.6776169,199.1232548,55.58642584,48.5530266,290.0493463,347.6409202,1556,No,No bottleneck
211.9600976,411.0495702,162.6393213,51.51572444,44.97401288,289.9564489,333.3599944,1228,No,No bottleneck
170.5959838,362.1114509,195.3123151,52.06876299,42.78070142,311.0251294,299.4643126,1496,No,No bottleneck
177.1417398,370.7236364,196.7583964,51.08122871,36.44801885,246.2037093,348.8549629,1402,No,No bottleneck
212.9808664,340.6822035,170.1899542,54.28864925,45.73195856,258.108641,351.5645506,1337,No,No bottleneck
206.61779,324.6962482,227.4292464,58.06414212,49.21667013,303.3108164,307.9524099,1468,No,No bottleneck
174.3608584,338.1915474,233.9670286,54.52787902,39.54483615,279.2273126,332.6295873,1396,No,No bottleneck
227.3809796,416.4793236,214.3183827,59.1468828,46.27463968,309.228287,276.207819,1436,No,No bottleneck
169.4071259,401.4923043,212.8181417,55.65860898,37.4933855,240.2789695,271.6760918,1129,No,No bottleneck
209.6949907,337.4089775,164.3024361,56.10084237,38.26381876,258.5812919,320.1392516,1586,No,No bottleneck
180.9306472,387.9386634,178.5283215,59.59088086,47.48363858,350.8082475,254.3071599,1213,No,No bottleneck
181.9677676,359.1437257,207.6301959,51.82146914,34.20413994,258.3008216,359.8344345,1596,No,No bottleneck
237.586052,310.2756337,221.4743544,55.74135886,44.38552539,250.7743268,355.790415,1172,No,No bottleneck
201.8614424,284.3574048,235.3743335,52.23604866,40.63879215,255.9727345,242.3240059,1455,No,No bottleneck
183.6498809,356.8683551,227.077738,56.01946216,31.72763286,323.1026566,322.7566084,1154,No,No bottleneck
226.1596056,369.3855841,202.7973236,57.2569335,49.03515438,274.0854214,246.1762745,1443,No,No bottleneck
237.3160383,408.0845766,199.8939229,54.71994122,35.64290786,307.2991616,275.1515995,1477,No,No bottleneck
223.6881968,408.4202979,182.9669074,53.90310899,34.02160196,329.9370566,324.1412217,1611,No,No bottleneck
204.7729101,385.4527165,185.2094982,52.17118694,38.2775604,263.3514961,312.8953844,1529,No,No bottleneck
165.2202684,356.0312599,228.6549497,56.76360388,38.72317602,247.2183772,281.7135496,1330,No,No bottleneck
230.003737,400.5177684,190.7251789,56.48674437,41.84349533,262.9568506,268.4385832,1565,No,No bottleneck
231.4296516,409.2532972,219.6526073,56.95931533,45.3071404,280.552727,302.1857265,1401,No,No bottleneck
215.7677034,342.2601441,165.1863959,52.1162949,47.65545359,324.5053855,334.2161435,1257,No,No bottleneck
235.9756504,281.737242,212.5310262,52.27739107,39.77293133,344.7749805,322.7816995,1287,No,No bottleneck
174.6313388,315.1696307,183.224407,53.11350135,31.81615813,313.1397987,289.5196726,1188,No,No bottleneck
166.0333254,332.0882868,223.1352075,54.87748347,34.35544367,279.3493325,346.0680048,1270,No,No bottleneck
161.2433595,408.1094948,213.4536007,52.9832676,48.74125731,355.1519776,248.5136536,1388,No,No bottleneck
208.8048008,419.5888043,212.3948012,59.13938796,36.13856885,265.7855877,253.479193,1513,No,No bottleneck
193.4836097,316.8525393,233.3621632,54.89114968,44.60459976,321.1229799,286.0727551,1092,No,No bottleneck
171.9206308,374.4288736,208.2665659,52.20134008,34.09359085,322.1145103,318.8985356,1233,No,No bottleneck
184.2011907,374.1855252,165.1738957,51.32316838,36.74069482,270.3915673,267.5718661,1208,No,No bottleneck
238.7877153,336.8136032,235.7633911,59.71808073,38.57513283,258.2326775,319.5420208,1208,No,No bottleneck
214.3944844,315.4793944,213.1781041,58.72318281,44.3761917,296.6154871,297.9141562,1235,No,No bottleneck
227.8522761,358.2310543,187.7872446,51.56846845,42.23291457,314.3291345,299.1712384,1367,No,No bottleneck
206.9187648,300.4956767,219.7113982,51.8591308,45.7711096,317.9128164,269.376931,1406,No,No bottleneck
220.8715652,299.5428206,187.9362438,51.33893344,44.72876235,328.8140869,315.4837125,1384,No,No bottleneck
178.788452,325.429934,163.012619,59.10272546,47.13760296,281.154138,336.0671685,1144,No,No bottleneck
161.4184884,417.9367755,181.469087,58.08498199,34.94314519,331.6645911,311.3125808,1193,No,No bottleneck
168.5086096,282.7239883,182.3679342,50.14046542,34.81685884,301.2618913,301.4477716,1195,No,No bottleneck
238.214853,377.9634013,171.7468684,58.69728708,42.7535174,249.0922774,305.7921803,1114,No,No bottleneck
186.0950381,383.3236285,172.1312241,53.77212486,39.1981857,317.0879463,268.450679,1215,No,No bottleneck
214.5333846,325.158014,175.3934966,54.96585141,41.85864378,242.469744,359.2301669,1414,No,No bottleneck
184.3443907,352.0622922,163.9649239,54.11008125,42.65149012,332.5980415,250.3459958,1301,No,No bottleneck
185.0130859,356.8130369,185.884928,51.55083151,49.50612048,279.5616513,345.2644927,1151,No,No bottleneck
190.1440033,291.3246396,160.9106544,54.41318801,37.43625467,272.6183607,241.2990081,1289,No,No bottleneck
189.8348038,366.5331416,174.6304829,57.09494388,40.61417701,356.3628034,330.4956609,1335,No,No bottleneck
165.8271036,410.5669082,177.2950006,57.30687465,38.54537038,357.6782024,301.0367533,1316,No,No bottleneck
213.4129378,351.5889859,162.2361099,55.84846857,44.81092235,282.2688146,288.7614302,1169,No,No bottleneck
189.8665141,329.7931205,195.6875263,56.33834802,46.87553122,331.0472907,321.8379846,1331,No,No bottleneck
238.5599494,393.71748,209.9769074,56.98147507,39.68770618,264.9990034,276.3130814,1609,No,No bottleneck
193.024309,349.2492408,190.7562527,54.84790499,41.77766655,314.0572296,325.0548849,1449,No,No bottleneck
214.1820632,346.8149182,218.8295649,50.73708868,45.15740531,290.652428,296.9655967,1233,No,No bottleneck
213.8337254,303.0088867,206.6870442,57.83363644,46.13723204,243.2907322,281.9859183,1443,No,No bottleneck
174.0607763,353.5409267,236.9222168,56.88637723,32.15979874,288.0907363,330.0003231,1250,No,No bottleneck
200.4226523,344.1513983,230.1157942,51.07178773,44.20113591,312.5601264,292.3510122,1525,No,No bottleneck
162.0768453,325.4869537,177.6316134,59.22886182,38.08444146,272.6961625,256.1287242,1506,No,No bottleneck
228.5482776,381.5225998,189.682018,51.33750631,49.26065081,338.1396929,354.1556509,1457,No,No bottleneck
203.3961532,299.0365736,190.1438917,54.63429386,36.79519745,256.0258284,359.2394675,1220,No,No bottleneck
162.6069831,359.7435716,236.0699761,55.24492757,44.84680107,254.6706741,275.2361932,1145,No,No bottleneck
184.2971944,382.2961064,216.1081446,53.81942919,35.0773773,308.0227795,313.9885301,1090,No,No bottleneck
171.2903759,351.6316062,235.483103,58.51437563,30.13122774,276.1950496,317.9506357,1285,No,No bottleneck
199.4891117,381.4842486,191.0234215,57.04938982,42.77643433,335.629169,312.5801409,1104,No,No bottleneck
237.8348661,389.9515078,235.200229,59.9012542,35.78199636,304.8346058,349.6044269,1619,No,No bottleneck
188.2128762,418.3753588,202.6292505,58.94520049,37.23459446,272.9176419,339.6829166,1492,No,No bottleneck
175.3394573,308.0728405,234.0242042,54.07187789,39.58103849,285.6175925,306.6414371,1495,No,No bottleneck
186.4740656,386.4821329,195.7576565,56.74505785,36.34534956,274.4338739,323.6099864,1310,No,No bottleneck
237.9094979,370.7706503,226.7825791,56.08720852,32.30806521,302.953437,346.1714633,1352,No,No bottleneck
171.6304873,415.0958461,185.7236829,57.65113853,47.06784177,311.91894,248.0511861,1406,No,No bottleneck
216.4994817,340.2166212,174.4055556,50.22541829,45.58661587,241.1800563,314.8831001,1379,No,No bottleneck
186.225273,332.0023211,165.1993418,58.43313716,46.92310666,359.8872747,271.8236534,1461,No,No bottleneck
177.4541083,370.1022115,235.5542012,54.26386051,48.19336171,349.6937937,301.2770609,1193,No,No bottleneck
237.1860118,413.2889474,202.3427922,55.7917345,44.90772397,250.2016902,345.6724913,1573,No,No bottleneck
204.6120432,326.998959,177.2269104,55.81387488,44.49658877,305.4601791,330.5003312,1385,No,No bottleneck
175.0284112,292.9053846,218.1700352,51.27994093,30.86078994,306.1565178,305.3550587,1368,No,No bottleneck
224.9796643,394.5428577,162.9628141,58.08016236,31.45409051,319.1682392,287.1859602,1283,No,No bottleneck
232.0383195,298.3183298,196.4720814,58.6117586,45.81329913,259.9667098,326.7841525,1596,No,No bottleneck
230.0056973,285.6568534,224.089643,55.27120219,41.05823675,280.1937981,330.8992724,1094,No,No bottleneck
178.7534756,341.2203941,227.9543907,53.76162517,42.21723492,273.4824363,262.323694,1303,No,No bottleneck
165.8381648,387.431614,167.0843842,54.60051297,31.96097024,248.0695187,248.373736,1485,No,No bottleneck
161.3277497,300.6252619,188.5475387,51.46991466,41.82976036,272.6170804,316.9089354,1484,No,No bottleneck
193.7167579,387.8070455,205.5082015,58.52846764,43.76182242,333.0963439,269.5318249,1428,No,No bottleneck
210.5723231,314.6841567,215.8620533,55.8257017,38.03297002,273.0272052,355.5029537,1154,No,No bottleneck
185.8333224,286.1629656,185.8420533,57.82392935,32.99492189,338.229752,326.0468269,1184,No,No bottleneck
204.6556932,398.1481591,179.5057377,59.7708838,41.20077054,324.3528308,347.3716514,1503,No,No bottleneck
194.935536,358.6201669,216.2611761,57.05846378,38.93359367,256.9461038,324.2910064,1587,No,No bottleneck
175.7825325,364.1136461,165.4717627,50.66969353,31.22594148,269.0793684,339.5266,1273,No,No bottleneck
218.637434,306.3898815,162.6715337,55.80612405,40.88967798,250.0849166,258.3442078,1197,No,No bottleneck
164.6054138,373.5960487,160.2826843,53.61102507,40.58926277,323.0843407,309.4221833,1533,No,No bottleneck
169.5375007,300.6304017,164.1484192,50.97162195,35.54952715,278.5639308,317.2564654,1539,No,No bottleneck
165.0177794,311.3480357,172.3789735,50.27177872,42.25658398,285.5256536,336.9618886,1533,No,No bottleneck
189.6710119,379.493015,184.6217475,52.59139255,43.77833755,327.5007551,318.3753721,1096,No,No bottleneck
206.1421859,413.3501163,180.8470585,58.5459979,49.58655002,269.4795428,264.3400774,1447,No,No bottleneck
226.2086112,346.6344655,166.9132837,57.33622287,40.29720584,308.2619933,341.4342053,1513,No,No bottleneck
223.6660956,380.2698233,166.7130132,55.12323477,33.96046176,343.5902733,299.935316,1089,No,No bottleneck
239.2245907,387.9473202,203.9490305,54.03791965,32.36738969,250.4185826,256.2189565,1130,No,No bottleneck
196.2726172,371.5830636,194.0529261,53.52826182,36.8729645,295.5067739,245.5036291,1361,No,No bottleneck
238.877776,394.8498297,225.3867445,55.75128305,45.02905155,250.0442225,259.2509418,1256,No,No bottleneck
183.7313453,327.0654678,182.1221046,51.3017615,39.30086068,352.9389566,298.719917,1088,No,No bottleneck
169.2343377,322.1994723,160.8745434,51.89222314,30.19476366,342.2513075,336.9642893,1376,No,No bottleneck
201.9958015,377.7634545,171.109411,52.86681634,46.62998261,359.3675239,241.0250451,1522,No,No bottleneck
183.5165639,310.6613876,190.1622577,53.35644576,49.0751134,336.2032293,291.764647,1365,No,No bottleneck
181.9523351,332.4103155,221.4943734,59.77436108,33.70177684,280.1653396,268.5435096,1258,No,No bottleneck
206.5156411,291.7284301,176.5896581,58.27946928,45.76503965,266.3322861,305.2819262,1358,No,No bottleneck
234.6169678,397.9952141,239.674028,58.85253716,37.72002618,339.981545,335.5997835,1568,No,No bottleneck
201.8246238,292.8843646,170.501545,58.77847956,49.68922372,297.2822269,242.865542,1201,No,No bottleneck
224.8021869,344.0186773,167.6488561,58.47790912,30.43578746,319.7822172,263.9659441,1357,No,No bottleneck
177.6108088,390.0864518,230.0560191,55.39072333,42.69994968,255.8728133,340.2597332,1097,No,No bottleneck
181.6408932,362.8359357,232.8021936,59.07164753,47.9009347,353.9371076,287.1707539,1517,No,No bottleneck
191.4878911,328.9681539,170.6409601,58.38822706,48.31997743,243.4355203,286.5783206,1616,No,No bottleneck
171.301861,337.4625102,229.3888233,51.88561475,32.02931161,250.650224,253.9098174,1612,No,No bottleneck
229.8533776,339.7008816,202.1098523,57.10867042,36.10347609,301.357498,288.397382,1615,No,No bottleneck
229.0506418,333.5140446,235.0644798,57.01539694,37.5178769,266.1914396,279.1251293,1560,No,No bottleneck
232.3931208,352.1807924,226.4047622,52.09393488,31.99165265,319.8245379,277.0548418,1276,No,No bottleneck
182.6331389,400.1389031,193.2452427,53.04226656,45.26818527,357.2664262,250.0380462,1465,No,No bottleneck
236.0507912,410.8428257,228.2782434,53.93503316,35.98550085,280.8806729,318.3089636,1089,No,No bottleneck
215.1901334,395.2668066,200.6137507,50.35651202,46.32519353,265.927042,334.5776969,1433,No,No bottleneck
173.2224612,405.9162772,219.0308654,50.21211762,36.60047933,356.2604293,354.6052893,1114,No,No bottleneck
191.977343,369.3004233,213.9842626,56.23734785,47.51194573,283.3759847,348.5455499,1580,No,No bottleneck
221.9701836,379.2262673,220.0854098,52.31541754,42.23793595,241.6493613,337.3229338,1285,No,No bottleneck
167.9333351,318.7086313,218.4215816,58.48899481,39.21539977,326.6522261,276.3460132,1360,No,No bottleneck
171.4367765,352.5347723,188.3361873,54.18406517,43.77290337,327.0304666,347.4680532,1096,No,No bottleneck
205.4307827,365.5250114,208.0317456,53.02312665,34.03144115,320.7731317,327.6574518,1536,No,No bottleneck
222.0011305,393.1764512,207.0673111,56.08051888,35.64304818,292.8894991,335.4794886,1529,No,No bottleneck
224.4296752,346.0794667,213.941321,54.09889003,32.07749821,321.0234932,348.6770576,1557,No,No bottleneck
207.0928524,368.6504803,167.2984607,51.32046677,44.59118625,319.1304506,312.9975921,1277,No,No bottleneck
235.9535797,401.6696843,199.6305979,54.7610076,34.61230182,313.4821846,331.119407,1479,No,No bottleneck
202.7249331,418.3382157,214.5212703,54.72254801,37.60356403,315.8562425,290.5038462,1281,No,No bottleneck
223.9849073,363.1857926,174.6676812,54.38913741,48.20628998,310.5730805,257.2377205,1333,No,No bottleneck
226.1003852,321.6461983,165.2522832,51.35060167,32.13610894,314.4851823,351.4138392,1596,No,No bottleneck
197.4598807,382.5887858,182.1928616,58.75756793,34.04279873,356.5535406,352.6304514,1584,No,No bottleneck
198.76172,286.9295375,235.2734979,53.76940111,46.13482401,260.751375,285.1320426,1452,No,No bottleneck
195.7016476,370.4444835,174.9595636,51.86604524,39.16013601,254.5642858,242.0405517,1428,No,No bottleneck
183.9638669,305.1822579,182.5425517,51.26129767,47.29301685,285.1834996,321.8024382,1114,No,No bottleneck
231.6468159,346.9228541,212.9272767,59.55932453,42.89039126,255.1066469,288.9271195,1502,No,No bottleneck
184.0775712,391.8056294,235.607434,50.05853014,41.28640233,263.6633936,260.6786802,1150,No,No bottleneck
175.2913004,409.4322129,168.6211303,55.83738786,42.09853073,354.5221757,313.5811563,1498,No,No bottleneck
180.1435981,362.6157136,208.8271316,59.23858281,46.93491584,299.3447618,294.4728362,1501,No,No bottleneck
187.4369538,288.0487824,183.7391989,59.51830742,48.0113366,326.4545235,301.1851118,1124,No,No bottleneck
171.5231576,329.4796742,220.398973,58.25000326,44.55184684,324.1932536,316.4889351,1443,No,No bottleneck
182.1773301,392.7045485,188.9722476,57.70903778,40.8111083,293.3683457,296.0623538,1182,No,No bottleneck
221.5760596,306.6062897,174.2224764,51.16044421,48.67439741,273.1055894,292.5654792,1267,No,No bottleneck
194.5140123,397.156181,193.6558913,55.07666236,45.7261331,331.2129501,324.4894579,1412,No,No bottleneck
216.7758309,335.6412035,182.0781242,55.72960748,49.64583599,285.0173003,332.9792305,1325,No,No bottleneck
169.5421509,344.5151587,189.0520743,57.15305549,45.55941116,252.2317592,286.5902198,1352,No,No bottleneck
193.0520804,299.0609532,221.1448864,57.19809771,49.76770463,338.93317,278.0102337,1563,No,No bottleneck
229.5943145,386.6360879,187.77392,53.22261293,30.00049887,313.6988593,353.8862098,1618,No,No bottleneck
196.7749739,344.07388,224.3458518,59.4447298,35.83383536,243.1755623,338.3127567,1467,No,No bottleneck
233.7862732,291.2214137,196.6550816,53.95283161,39.91618788,242.1705999,257.3330973,1225,No,No bottleneck
189.9756089,339.5364134,164.7000269,53.5289869,38.73081855,254.7702772,359.0045977,1360,No,No bottleneck
211.9594735,295.5636109,194.4483561,59.01272749,43.14779707,316.5172543,248.464623,1122,No,No bottleneck
229.0107001,401.181808,170.9001316,55.1512562,47.09869061,292.1007836,329.5977927,1616,No,No bottleneck
